Tribunal;Categoria;Sub Categoria;Indicador;Chave
Justiça Militar Estadual;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;Sus2º - Processos Suspensos ou Sobrestados ou em Arquivo Provisório no 2º Grau;sus2
Justiça Militar Estadual;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSRG2º - Processos Suspensos ou Sobrestados no 2º grau por Repercussão Geral;susrg2
Justiça Militar Estadual;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSC1º - Processos de Conhecimento Suspensos ou Sobrestados ou em Arquivo Provisório no 1º Grau;susc1
Justiça Militar Estadual;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSRG1º - Processos Suspensos ou Sobrestados no 1º grau por Repercussão Geral;susrg1
Justiça Militar Estadual;LITIGIOSIDADE;INCIDENTES EM EXECUÇÃO;IncExJ1º - Incidentes de Execução Julgados no 1º Grau, exceto em execuções penais;incexj1
Justiça Militar Estadual;LITIGIOSIDADE;INCIDENTES EM EXECUÇÃO;IncExP1º - Incidentes de Execução Pendentes no 1º Grau, exceto em execuções penais;incexp1
Justiça Militar Estadual;LITIGIOSIDADE;RECURSOS INTERNOS;Rint2º - Recursos Internos no 2º Grau;rint2
Justiça Militar Estadual;LITIGIOSIDADE;RECURSOS INTERNOS;RintP2º - Recursos Internos Pendentes no 2º Grau;rintp2
Justiça Militar Estadual;LITIGIOSIDADE;RECURSOS INTERNOS;RintJ2º - Recursos Internos Julgados no 2º Grau;rintj2
Justiça Militar Estadual;LITIGIOSIDADE;RECURSOS INTERNOS;RIntC1º - Recursos Internos no 1º Grau na Fase de Conhecimento;rintc1
Justiça Militar Estadual;LITIGIOSIDADE;RECURSOS INTERNOS;RIntCP1º - Recursos Internos Pendentes no 1º Grau na Fase de Conhecimento;rintcp1
Justiça Militar Estadual;LITIGIOSIDADE;RECURSOS INTERNOS;RIntCJ1º - Recursos Internos Julgados no 1º Grau na Fase de Conhecimento;rintcj1
Justiça Militar Estadual;LITIGIOSIDADE;RECORRIBILIDADE;Rsup2° - Recursos à Instância Superior no 2º Grau;rsup2°
Justiça Militar Estadual;LITIGIOSIDADE;RECORRIBILIDADE;Apublic2º - Acórdãos Publicados no 2º Grau;apublic2
Justiça Militar Estadual;LITIGIOSIDADE;RECORRIBILIDADE;RSup1º - Recursos à Instância Superior no 1º Grau;rsup1
Justiça Militar Estadual;LITIGIOSIDADE;RECORRIBILIDADE;DeRExt1º - Decisões no 1º Grau Passíveis de Recurso Externo;derext1
Justiça Militar Estadual;ACESSO À JUSTIÇA;RECORRIBILIDADE;ArqNCrim - Processos não-criminais arquivados definitivamente;arqncrim
Justiça Militar Estadual;ACESSO À JUSTIÇA;RECORRIBILIDADE;ArqNCrimJG - Processos não-criminais de justiça gratuita arquivados definitivamente;arqncrimjg
Justiça Militar Estadual;ACESSO À JUSTIÇA;RECORRIBILIDADE;JG - Assistência Judiciária Gratuita;jg
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo Total;TpTot - Tempo Total de Tramitação dos Processos Arquivados Definitivamente;tptot
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo Total;Média;tptotm
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo Total;Mediana;tptotmd
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo Total;Desvio Padrão;tptotdp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo Total;Número de Processos;tptotp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;TpCp2º - Tempo de Tramitação dos Processos Pendentes de 2º Grau;tpcp2
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Média;tpcp2m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Mediana;tpcp2md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Desvio Padrão;tpcp2dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Número de Processos;tpcp2p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;TpCpC1º - Tempo de Tramitação dos Processos de Conhecimento Pendentes no 1º Grau;tpcpc1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Média;tpcpc1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Mediana;tpcpc1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Desvio Padrão;tpcpc1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Número de Processos;tpcpc1p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;TpCpEx1º - Tempo de Tramitação dos Processos de Execução Pendentes no 1º Grau, exceto execuções penais;tpcpex1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Média;tpcpex1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Mediana;tpcpex1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Desvio Padrão;tpcpex1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo do Pendente;Número de Processos;tpcpex1p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpDec2º - Tempo da Decisão Terminativa de Processo de 2º Grau;tpdec2
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpdec2m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpdec2md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpdec2dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpdec2p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSentC1º - Tempo da Sentença de Conhecimento no 1º Grau;tpsentc1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsentc1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsentc1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsentc1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsentc1p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSentEx1º - Tempo da Sentença de Execução no 1º Grau, exceto execuções penais;tpsentex1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsentex1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsentex1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsentex1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsentex1p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRG2º - Tempo de Suspensão ou Sobrestamento dos Processos no 2º Grau em razão de Repercussão Geral;tprg2
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprg2m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprg2md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprg2dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprg2p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRG1º - Tempo de Suspensão ou Sobrestamento dos Processos no 1º Grau em razão de Repercussão Geral Reconhecida;tprg1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprg1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprg1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprg1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprg1p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCrim2º - Tempo de Tramitação dos Processos Baixados de 2º Grau Criminais;tpbaixcrim2
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixcrim2m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixcrim2md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixcrim2dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixcrim2p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixNCrim2º - Tempo de Tramitação dos Processos Baixados de 2º Grau Não-Criminais;tpbaixncrim2
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixncrim2m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixncrim2md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixncrim2dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixncrim2p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCCrim1º - Tempo de Tramitação dos Processos de Conhecimento Criminais Baixados no 1º Grau;tpbaixccrim1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixccrim1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixccrim1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixccrim1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixccrim1p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCNCrim1º - Tempo de Tramitação dos Processos de Conhecimento Não-Criminais Baixados no 1º Grau;tpbaixcncrim1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixcncrim1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixcncrim1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixcncrim1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixcncrim1p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixJudCrim1º - Tempo de Tramitação dos Processos de Execução Penal Baixados no 1º Grau;tpbaixjudcrim1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixjudcrim1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixjudcrim1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixjudcrim1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixjudcrim1p
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixJudNCrim1º - Tempo de Tramitação dos Processos de Execução Judicial no 1º Grau, exceto execuções penais;tpbaixjudncrim1
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixjudncrim1m
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixjudncrim1md
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixjudncrim1dp
Justiça Militar Estadual;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixjudncrim1p
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DPE - Despesa com Pessoal e Encargos;dpe
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DPEAJud - Despesas com Pessoal e Encargos do Quadro Ativo na Área Judiciária;dpeajud
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DPEAAdm - Despesas com Pessoal e Encargos do Quadro Ativo na Área Administrativa;dpeaadm
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DPEI - Despesas com Pessoal e Encargos do Quadro Inativo;dpei
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DBen - Despesas com Benefícios;dben
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DBenAJud - Despesas com Benefícios do Quadro Ativo na Área Judiciária;dbenajud
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DBenAAdm - Despesas com Benefícios do Quadro Ativo na área administrativa;dbenaadm
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DBenI - Despesas com Benefícios do Quadro Inativo;dbeni
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DTer - Despesas com Terceirizados;dter
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DEst - Despesas com Estagiários;dest
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DHEs - Despesas Extraordinárias com servidores para a Realização de Pleitos Eleitorais;dhes
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DHEt - Despesas Extraordinárias com Terceirizados para a Realização de Pleitos Eleitorais;dhet
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DPlei - Despesas com Pleitos Eleitorais;dplei
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DPSVA - Despesas com Atualização e Manutenção do Sistema de Votação e Apuração;dpsva
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DIP - Outras Despesas Indenizatórias e Indiretas com Recursos Humanos;dip
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DIPJud - Outras Despesas Indenizatórias Indiretas com Recursos Humanos na área judiciária;dipjud
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DIPAdm - Outras Despesas Indenizatórias Indiretas com Recursos Humanos na área administrativa;dipadm
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DCC - Despesas com Cargos em Comissão;dcc
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DCCJud - Despesas com Cargos em Comissão na área judiciária;dccjud
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DCCAdm - Despesas com Cargos em Comissão na área administrativa;dccadm
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DFC - Despesas com Função de Confiança;dfc
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DFCJud - Despesas com Funções de Confiança na área judiciária;dfcjud
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DFCAdm - Despesas com Funções de Confiança na área administrativa;dfcadm
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DMag - Despesa com Recursos Humanos de Magistrados;dmag
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;DESPESAS;DServ - Despesa com Recursos Humanos de Servidores;dserv
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;OUTRAS DESPESAS;ODC - Outras Despesas Correntes;odc
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;OUTRAS DESPESAS;Dk - Despesa de Capital;dk
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DPCO - Despesas com Projetos de Construção e Obras;dpco
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DInf1 - Despesa com Aquisições em Tecnologia de Informação e Comunicação;dinf1
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DInf2 - Despesa com Custeio da Tecnologia de Informação e Comunicação;dinf2
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;RECEITAS;R - Recolhimentos Diversos;r
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;ORÇAMENTO;ODP - Orçamento para Despesas de Pessoal e Encargos;odp
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;ORÇAMENTO;OK - Orçamento para Despesas de Capital;ok
Tribunal Superior Eleitoral;RECURSOS FINANCEIROS;ORÇAMENTO;OOC - Orçamento para Outras Despesas Correntes;ooc
Tribunal Superior Eleitoral;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;Mag - Número de Cargos Existentes de Magistrado;mag
Tribunal Superior Eleitoral;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagSJ - Número de Magistrados sem jurisdição;magsj
Tribunal Superior Eleitoral;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagIn - Magistrados Inativos e Instituidores de Pensão;magin
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TCEfet - Total de Cargos do Quadro Efetivo Existentes;tcefet
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetJud - Total de Pessoal do Quadro Efetivo na Área Judiciária;tpefetjud
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetAdm - Total de Pessoal do Quadro Efetivo na Área Administrativa;tpefetadm
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPIJud - Total de Pessoal que ingressou por cessão ou requisição na Área Judiciária;tpijud
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPIAdm - Total de Pessoal que ingressou por cessão ou requisição na Área Administrativa;tpiadm
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPSVJud - Total de Pessoal Comissionado sem Vínculo Efetivo na Área Judiciária;tpsvjud
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPSVAdm - Total de Pessoal Comissionado sem Vínculo Efetivo na Área Administrativa;tpsvadm
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TASJud - Tempo de Afastamento de Servidor da Área Judiciária;tasjud
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TASAdm - Tempo de Afastamento de Servidor da Área Administrativa;tasadm
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TFAuxE - Total da Força de Trabalho Auxiliar - Estagiários;tfauxe
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TFAuxT - Total da Força de Trabalho Auxiliar - Terceirizados;tfauxt
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPS - Total de Pessoal que saiu por cessão ou requisição;tps
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;ServIn - Total de Servidores Inativos e Instituidores de Pensão;servin
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEsc - Total de Pessoal das Escolas Judiciais e de Magistratura;tpesc
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPTIC - Total de Pessoal da área de tecnologia da informação;tptic
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;CCJud - Cargos em Comissão Existentes na Área Judiciária;ccjud
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;CCAdm - Cargos em Comissão Existentes na Área Administrativa;ccadm
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;FCJud - Funções de Confiança Existentes na Área Judiciária;fcjud
Tribunal Superior Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;FCAdm - Funções de Confiança Existentes na Área Administrativa;fcadm
Tribunal Superior Eleitoral;RECURSOS FÍSICOS;INFORMATIZAÇÃO;Comp - Número de computadores de uso pessoal;comp
Tribunal Superior Eleitoral;RECURSOS FÍSICOS;INFORMATIZAÇÃO;Ui - Usuários de computador;ui
Tribunal Superior Eleitoral;RECURSOS FÍSICOS;ÁREA;MCDispUrna - Espaço Disponibilizado para Armazenamento da Urna Eletrônica, em metros cúbicos, no Tribunal;mcdispurna
